	coll_lecture	sentence	reflection	sentiment
1357	2	"Ich glaube, dass es wichtig ist, ein gutes Gleichgewicht zwischen der ""Lehrerrolle"" und dem eigenen Wesen zu finden."	1	3
119	1	In diesen Punkten habe ich am meisten gelernt.	0	3
1699	2	vor allem der Idee, dass ich am besten lerne, wenn ich Zeit für mich alleine habe, um über das Gelernte nachzudenken und es zu reflektieren.	1	4
784	2	Um ehrlich zu sein, glaube ich, dass sich dieses Gefühl, dass Männer besser sind als Frauen, nicht über Nacht ändern wird - das tut es nie.	1	2
3011	2	Meiner Meinung nach ist der wichtigste Aspekt, dass man liebt, was man tut und das Ziel hat, außergewöhnlich zu sein.	1	4
589	2	Um ganz ehrlich zu sein, wundert es mich, dass wir nicht mehr über Geografie gelernt haben, denn sieh dir an, wo ich herkomme!	1	2
966	2	Sams Freunde schauten ehrfürchtig zu, da sie ihren Freund noch nie singen gesehen oder gehört hatten, und konnten die immense Freude in den Augen ihres Freundes sehen, als dieser jedes Wort mit einer tiefen Überzeugung sang.	0	4
2397	2	Vertrauen und Respekt ist eine große Sache in dieser Schule, in der sich die Mitarbeiter gegenseitig massiv vertrauen und respektieren.	0	4
3449	2	Es ist interessant, dass der Kodex im Wesentlichen die Kriterien darstellt, die wir erfüllen müssen, um sicherzustellen, dass wir fit sind, um A GOOD TEACHER zu sein.	0	3
2694	2	Nehmen Universitäten und Colleges ernsthaft Studenten, nur weil sie aus einem armen Einzugsgebiet kommen?	0	2
324	2	Mein Ziel während meiner Zeit als Student ist es, meine berufliche Praxis weiter zu entwickeln, so dass ich, wenn ich meinen Abschluss mache, bereits in der Praxis bin.	1	4
2677	2	Nun, es ist bekannt, dass jeder Lehrer anders ist und nicht jeder Lehrer wird die gleiche Menge an Mühe und Zeit in den Unterricht stecken, um ihn auf einen guten Standard zu bringen.	0	3
3110	2	Ich habe vor, zu diesem Zweck etwas zu recherchieren und zu lesen.	0	3
1965	2	Ich begann mit dem Hufeisen-Layout, stellte aber schnell fest, dass es eine Herausforderung ist, Platz für eine große Anzahl von Kindern zu schaffen, ohne dass einige mit dem Rücken zu einem stehen (es sei denn, man hat das Glück, ein sehr großes Klassenzimmer zu haben!).	1	2
2953	2	Um das Verständnis zu überprüfen, könnte der Lehrer die Kinder die Bedeutung rufen lassen, während sie die Aktion ausführen.	1	3
3527	2	Am Donnerstag sah ich 2 Klassen, die ihre letzten Proben für ihre große Show am Samstag - The Rite of Spring, die in der Caird Hall stattfindet - durchführten.	0	3
853	2	Nachdem dies erledigt war, schleiften wir die Holzstücke ab und begannen, sie mit einer Heißklebepistole zusammenzukleben.	0	3
1034	2	In meinem Kopf scheint es dumm zu sein, Kindern etwas beizubringen, was sie bereits gelernt haben, aber am Ende des Tages, wenn man als Lehrer nicht erforscht, welches Wissen Kinder bereits gelernt haben, wie will man dann wissen, was es ist, das man ihnen überhaupt beibringen muss.	1	2
3423	2	Dieser Begriff bezieht sich im Wesentlichen darauf, verschiedene Lösungen für Probleme zu erwägen, und in der Bildung kann dies durch die Bewertung der eigenen Arbeit und eine kritische Herangehensweise an sie geschehen.	1	3
1550	2	Ich habe das Gefühl, dass es ihr genauso geht, da sie oft mehrmals die Schlummertaste drückt, nur um ein paar Minuten mehr in meiner Obhut zu verbringen.	1	3
595	2	Ich liebe es, Projekte mit den Kindern zu machen, und eine Periode/Ereignis in der Geschichte ist ein perfektes Thema.	1	4
1081	2	Das Land vor der Zeit	0	3
2500	2	Dabei handelt es sich um ein Modell, bei dem die traditionellen Lehr- und Lernmethoden umgedreht werden.	0	3
1948	2	Dadurch wurde mir klar, wie wichtig es ist, Beziehungen zu diesen Kindern aufzubauen und zu wissen, wie man sie in solchen Situationen beruhigen kann.	1	3
332	2	Es drehte sich alles um Journale und darum, wie wir unsere professionellen Updates für das GTCS organisieren.	0	3
104	0	ganz und gar nicht	0	3
3398	2	Die Entwicklung von Kleinkindern ist cephalocaudal, d.h. sie lernen, ihre oberen Gliedmaßen vor den unteren Gliedmaßen zu benutzen.	0	3
514	2	Risikobereitschaft	0	3
985	2	"Die schottische Regierung (undatiert) hebt ""Gefühle"" als eine zentrale Erfahrung in diesen beiden Themenbereichen hervor."	0	3
492	2	Damit ich ein effektiver Lerner bin und die meiste Zeit meines Studiums an der Universität verschiedene Methoden des Mitschreibens praktiziere, habe ich festgestellt, dass die effektivste Zuhörfähigkeit während der Vorlesungen darin besteht, wenige Notizen zu machen, während ich dem Dozenten aktiv zuhöre. und die neuen Informationen, die ich erhalte, zu verarbeiten.	1	4
3441	2	hat seine eigenen Standards für die Registrierung.	0	3
3005	2	Lehrer müssen auch lieben, was sie tun.	0	3
0	0	Über die WEKA-Übung:	0	3
1000	2	Da ich danach strebe, eines Tages Geschichtslehrer an einer Vorbereitungsschule zu werden, war ich begierig, loszulegen und zu lernen, was ich kann.	1	3
1651	2	Wie kam ich also zu meiner Entscheidung, das Wahlfach Discovering Mathematics zu wählen?	0	3
2	1	Wir (dreiergruppe) haben unsere Aufgabe in drei Teilaufgaben geteilt und jeder hat sich einer angenommen.	0	3
3362	2	Ein Feedback ist jedoch nur dann nützlich, wenn es ehrlich ist.	1	3
869	2	Ich kann verstehen, warum einige Lehrer sich dafür entscheiden, getrennte Konten für ihr privates und berufliches Leben zu haben.	1	3
2808	2	Die Statistiken zeigen deutlich, dass ein großer Prozentsatz unserer Kinder übergewichtig ist, und das ist eine echte Sorge für ihre Gesundheit.	0	2
2425	2	Mein Ziel ist es, die Grundlagen dessen abzudecken, was dort oben tatsächlich vor sich geht, und alles, was darüber hinausgeht, ist ein zusätzlicher Bonus.	1	3
1405	2	Längerfristig hoffe ich auch, eine Familie zu gründen und in Schottland herumzureisen, da ich noch nicht viel außerhalb der großen Städte erkundet habe.	1	4
17	2	Aber jetzt habe ich angefangen, mich zu fragen: Ist das wirklich Gleichheit?	1	3
431	2	Ich habe das große Glück und bin dankbar, dass ich bei einer Familie wohne, die nur 25 Minuten von der Schule entfernt ist, und ich habe mein Auto, mit dem ich jeden Morgen fahren kann, so dass die Anreise zur Schule, abgesehen von den ersten paar Nerven, ein Kinderspiel war!	0	4
1822	2	Sobald ein Kind untersucht wurde und ein zusätzlicher Unterstützungsbedarf festgestellt wurde, wird für das Kind ein individueller Bildungsplan erstellt - ähnlich dem, den ich an Schulen in Schottland gesehen habe.	1	3
1923	2	Medwell und Simpson (2008, S.107) sagen, dass es am wichtigsten ist, selbstbewusst aufzutreten.	0	3
1014	2	"Ich bin jedoch nicht die einzige Praktikantin, die in den Ressourcen der Schule herumstöbert, um zu sehen, was ich für mein ""Miniprojekt"" ausleihen kann, und aus Gesprächen mit anderen Fachleuten weiß ich, dass man nur allzu leicht in die Routine abrutscht, die Kiste aus dem obersten Regal zu nehmen, sie zu entstauben und dieselben Ressourcen aus den achtziger Jahren nach etwas zu durchwühlen, mit dem man die Kinder unterrichten kann."	1	2
3262	2	"Persönlichkeit ist, wie in Bee und Boyd (2012, S. 218) zitiert, ""die dauerhaften Muster des Individuums für Reaktionen auf und Interaktionen mit anderen und der Umwelt."	0	3
2424	2	Es gibt eine riesige Menge an Informationen zu diesem Thema, so dass diese Aufgabe in Bezug auf den Zeitrahmen eine Weile dauern kann.	1	3
18	0	Die Concept-Map Gruppenarbeit hat gut funktioniert, offene Fragen wurden innerhalb der besprochen und diskutiert. 	1	4
3396	2	Wenn ein Kind nicht die Chance bekommt, etwas wie Hand-Augen-Koordination zu erleben, wenn es jünger ist, wird es später in seinem Leben Schwierigkeiten haben, wenn es um Racket-Spiele geht.	1	3
120	1	Meine Kompetenz ist nicht weit von dem entfernt was ich mir bereits dachte.	1	3
1693	2	Das bedeutet, dass ich am besten lerne, indem ich Material überlese, mir Zeit nehme, es zu verdauen und dann Antworten, Antworten oder Notizen schreibe.	1	3
48	1	Mustererkennung in animal behaviour stellte sich durch die Existenz eines guten Tools als sehr greifbar und leicht heraus.	1	5
1555	2	Als Folge davon hat sie stark zugenommen und ist ziemlich depressiv geworden, da sie ihr Bett nicht mehr verlassen kann.	0	3
1986	2	Bei Displays mit Schildern und wichtigen Informationen würde ich versuchen, die Darstellung übersichtlich und klar zu halten.	0	3
2818	2	Ich hoffe, diese Art des Lernens zu ermutigen und zu fördern, wenn ich meinen Unterricht beginne.	1	4
3322	2	Sie brauchen die Fähigkeit, sich eine Aufschlüsselung der Sportart und all ihrer verschiedenen Teile zu merken, um zusammenzusetzen, was Ihre Rolle in der Sportart von Ihnen verlangt.	1	3
599	2	 Dies ist ein ähnliches Wanddisplay wie die, die wir mit den Kindern im Kindergarten Italien und Australien gemacht haben	1	3
2634	2	Ich bin mit dieser Lehrerin nach Edinburgh, zweimal nach London und Ägypten gefahren und ich kann aus vollem Herzen sagen, dass dies einige der besten Erfahrungen meines Lebens waren - ich habe so viel gelernt und hatte nie Heimweh, weil sie so viel für uns geplant hat.	1	5
1012	2	Wenn Schulen und Gemeinden in der Lage wären, geeignete Schulungen und Informationsveranstaltungen zu bestimmten Geschichtsthemen anzubieten, bin ich mir sicher, dass das Unterrichten von Geschichte für einige Fachleute nicht so eine lästige Pflicht wäre, wie es scheint.  Ich liebe es, sie zu erstellen, und das Laminiergerät ist mein bester Freund, aber nach wie vor habe ich nicht genug Zeit, um alle paar Wochen ein ganzes Thema auszuschneiden und zu laminieren (und ich applaudiere denen, die das tun).	1	4
2413	2	"Außerdem habe ich den Nachmittag damit verbracht, Kulturinterviews für den Abschnitt ""Soziale Gerechtigkeit"" meines Folios durchzuführen, in dem wir ein Verständnis für die Werte, die Rolle und die Kultur des Praktikumsplatzes zeigen müssen."	0	3
3522	2	Das löste große Begeisterung aus, und die Kinder konnten es kaum erwarten, mit der Gestaltung ihres Kanal-Logos zu beginnen.	0	4
2214	2	ich bin etwas verwirrt, warum man glaubt, dass wir NICHT bereits Wissen lehren, sondern eher Fähigkeiten.	1	3
2449	2	Gut gelaufen	0	4
1228	2	Gerade heute gab es einen weiteren Anschlag, diesmal in Kenia.	0	3
81	1	Ein paar gute, ein paar weniger gute, und viele mittelmäßige. 	0	3
2894	2	Sobald sie fertig ist, wird der Stock an eine andere Person weitergegeben.	0	3
3182	2	"Im Anschluss an den Vortrag habe ich begonnen, ""Mathematics Explained for Primary School Teachers"" von Haylock zu lesen."	0	3
3135	2	Wenn wir fortfahren, würde ich die Kinder erneut bitten, darüber nachzudenken, wie sich die Figuren fühlen.	1	3
1707	2	Es ist wichtig zu erkennen, dass alle Kinder Individuen sind und das Lernen auf ihre eigene Weise angehen.	0	3
2144	2	"Um mir bei dieser Unterrichtsreihe in meiner verbleibenden Zeit in Mouslford zu helfen, habe ich das Kapitel ""providing for special educational needs"" von Noel Purdy gelesen (zitiert in Cremin und Arthur, 2014, S.372)."	0	3
1045	2	Wir brauchen einen Lehrplan, der sowohl Fähigkeiten als auch Wissen berücksichtigt, um unsere Jugend für die heutige Arbeitswelt der Erwachsenen zu rüsten.	1	3
2471	2	Schon (1983) teilte die Reflexion in zwei Kategorien ein: Reflexion in der Handlung (während der Handlung) Reflexion über die Handlung (nach der Handlung)	0	3
913	2	Hauptaufgabe: Dies war eine kleine Herausforderung, weil ich erwartete, dass die Schüler in der Lage sein würden, selbständig Gruppen zu bilden, ohne dass ich sie anleiten musste.	1	2
3004	2	Wenn sie nicht gut mit Eltern, Kollegen und anderen Fachleuten zusammenarbeiten können, würden sie die Unterstützung bekommen, die sie brauchen.	0	3
424	2	Messbar: Ich neige dazu, den Überblick darüber zu behalten, was ich getan und nicht getan habe.	0	3
2259	2	Für mich ist dies auch bei Studenten der Fall, die sich zu Lehrern ausbilden lassen.	0	3
3200	2	Das ist eine große Frage!	0	4
205	2	Die Queens University of Belfast ist der Meinung, dass das Stellen von offenen Fragen bei Kindern eine herausragende Rolle bei der Entwicklung des Denkens von Kleinkindern spielen kann.	1	4
114	2	Privatschulen sind sicherlich eine der einzigen Möglichkeiten, wenn man möchte, dass sein Kind bestimmte Sprachen, einschließlich Latein, lernt, es sei denn, man ist bereit umzuziehen, aber laut The Independent soll Latein in den letzten Jahren ein überraschendes Comeback in staatlichen Sekundarschulen erlebt haben.	1	4
2187	2	"So sehr dies den Lehrern auch gefallen mag, ist es für die Kinder sicherlich besser, aus Büchern zu lernen, die sie selbst ausgewählt haben, ohne dass sie sich unter Druck gesetzt fühlen, zum nächsten Buch überzugehen oder bei der ""Top-Lektüre"" dabei zu sein?  "	1	3
110	1	Kaum.	0	3
797	2	Vom Leben lernen -	0	3
3509	2	"Trotzdem bin ich froh, dass ich es getan habe, denn mit meinem Instrument konnte ich eine Verbindung zu einigen Schülern (anderen Klarinettenspielern) herstellen und ich habe das Gefühl, dass es den Kindern geholfen hat, mich als jemanden zu respektieren, der ""weiß, wovon er spricht"".  "	1	4
3239	2	2. Ich habe weiterhin hart gearbeitet und habe meistens die Noten erreicht, die ich anstrebe.	0	4
2990	2	"Ich werde Ideen mit Klassenkameraden diskutieren und das Dundee Science Centre besuchen, um mehr über die Veranstaltung ""Destination Space"" zu erfahren."	0	3
269	2	Die erste Lehrerin hatte nicht unbedingt vor, die Anschläge von Paris in ihren Unterricht einzubringen;	0	3
2410	2	Obwohl die Kinder von 4-13 sind, werden sie alle auf die gleiche Art und Weise angesprochen, anstatt dass man mit ihnen spricht, weil sie Kinder sind, wie man es an manchen Schulen sieht.	0	3
3223	2	Meine ersten 2 Jahre an der Universität waren bisher brillant, und ich habe so viel gelernt - nicht nur über den Kursinhalt, sondern auch über mich selbst.	1	4
235	2	Eine großartige Möglichkeit, Ihre Autorität zu etablieren, ist es, Ihre Schüler zu begrüßen, wenn sie Ihr Klassenzimmer betreten.	1	4
856	2	Bei all der Aufregung, die ich und Teeny mit der Heißklebepistole und dem Schmirgelpapier hatten, waren Kathleen und Megan damit beschäftigt, unsere vorgetäuschte Blume nur für die Show zu machen.	0	3
375	2	Wall (2004) befragte einige Kinder dazu, wie sie sich in ihrer Klasse fühlen.	0	3
2023	2	Wie fühle ich mich dabei, Feedback zu geben und zu erhalten?	1	3
135	2	Wenn dies erreicht wird, dann ist es viel wahrscheinlicher, dass das Wissen behalten wird und diese Erfahrungen werden den Kindern auch noch Jahre später im Gedächtnis bleiben.	1	4
2242	2	Professionalität ist in dieser Situation absolut wichtig, da die Klienten (die Mutter und das Baby) extrem verletzlich sind.	1	4
2625	2	Es gab auch ein Video mit vielen Bildern von der Expedition und von den Matrosen und es wurde erklärt, wie die Bedingungen für die Männer gewesen wären.	0	3
2245	2	Es gibt eine erkennbare Kleiderordnung für das medizinische Personal.	0	3
320	2	sie müssen auf eine Art und Weise lernen, die sie aufregt und inspiriert.	0	4
19	2	Wenn also nicht die Gleichheit, dann sind die Uniformen für die Zugehörigkeit und den Stolz der Schüler auf ihre Schule?	1	3
134	1	Ich fand es wirklich spannend, an diesen Problemen zu arbeiten, und es gab mir Selbstvertrauen, mit akademischen Codebasen zu arbeiten und mehr in den Code von Papieren einzulesen	1	4
742	2	Es gab Unterstützung, aber niemand sagte es mir, bis ich die Schule verlassen hatte.	0	2
3369	2	Es gab mir auch ein neues Gefühl des Stolzes auf meine Arbeit, als ich erkannte, dass andere Lehramtsstudenten sich die Zeit genommen hatten, meine Arbeit zu lesen und zu kritisieren.	1	4
3187	2	Das Buch hat auch schon einige meiner vorgefassten Meinungen in Frage gestellt.	1	4
3282	2	Es wurden einige Tests mit eineiigen Zwillingen durchgeführt, bei denen festgestellt wurde, dass sie die gleichen Persönlichkeitsmerkmale haben.	0	3
249	2	Also ja, unsere Stimme ist ein sehr wichtiges Werkzeug im Klassenzimmer.	0	4
565	2	Mittwoch -	0	3
1512	2	Ich hatte das Gefühl, dass die Zusammenarbeit der Kinder mit den Schülern das Beste an dem Inter-House-Musikwettbewerb war!	0	4
1631	2	Ein Lehrer sollte in der Lage sein, Verbindungen zwischen verschiedenen Konzepten innerhalb der Mathematik zu schaffen und aufzuzeigen, das Fach sollte nicht als isolierte Themen, sondern als kombinierter Wissensbrocken gelernt werden.	1	3
536	2	Reflexionsfähigkeiten	0	3
749	2	Eines der Dinge, die ich erwähnt habe, ist Sportunterricht.	0	3
754	2	Ich weiß, dass wir 6 Jahre davon entfernt sind, aber wenn das nicht erschreckend genug ist, um zu beweisen, dass Kinder Gesundheit und Wohlbefinden in der Schule unterrichtet werden müssen, dann weiß ich nicht, was es ist.	1	2
2411	2	Indem wir als Lehrer diese Art von Verhalten vorleben, kann sich außerdem die Art und Weise entwickeln, wie die Schüler in typischen Gesprächen miteinander reden (Cremin und Arthur, 2014, Kapitel 12).	1	3
2057	2	Mein Mittwoch war ein harter Start zurück in die Realität, ohne Besenstiele oder Zauberstäbe oder gar Magie, nur mit dem wunderschönen Gelände in Moulsford und dem Spaß, der jeden Tag auf mich wartet.	0	4
311	2	Es ist wichtig, dass Lehrer ein tiefes Verständnis von Religion haben und jegliche Vorurteile oder Missverständnisse ansprechen können.	1	3
2239	2	Ich konnte sehen, wie alle Wörter aus meiner Wortwolke auch auf die Fachleute in der Sendung zutrafen.	1	4
3505	2	Diese Aktivität hilft ihnen, viele Fähigkeiten zu entwickeln, einschließlich derer, die beim Lesen von Musik vom Blatt gebraucht werden.  	1	3
1225	2	Es ist eine Geschichte, die mich wirklich berührt hat und mich fragen lässt, in was für einer Welt wir leben?	1	2
199	2	Als erstes müssen sie sich jedoch paarweise auf der Lichtung vergewissern, dass das blaue Seil, die Zäune, die Leitern usw. noch intakt und sicher sind und ihr eigenes Bild von der Lichtung dem Waldpädagogen melden.	0	3
272	2	"Traurigerweise sagten einige Kinder, sie hätten so gehandelt, weil sie Muslime seien; dass Paris 'nur der Anfang' sei und dass Isis plane, unser Essen und Wasser zu vergiften."" (The Guardian, 19. November 2015)"	0	2
1107	2	Im Rahmen des Lehrplans könnte eine ähnliche Lektion/ein Satz von Lektionen die folgenden Ergebnisse abdecken:	0	3
12	1	So waren die Folgen des Mitteilen größer und die Konsequenzen härter.	1	1
3397	2	Indem sie diese Erfahrung in einem jungen Alter machen, werden sie mit größerer Wahrscheinlichkeit in diesen Bereichen erfolgreich sein, wenn sie älter sind.  	1	4
605	2	Wenn es Facebook und Twitter nicht gäbe, wäre die Wahrscheinlichkeit, dass ich dieses wirklich niedliche Video von dem Panda im Washingtoner Zoo sehe, sehr gering.	1	3
2918	2	Was ich aus der Geschichte mitgenommen habe: George ist bereit, Opfer zu bringen, um das zu tun, was er für richtig hält - er gibt sogar seine brandneuen Kleider auf, die ihm so viel Freude bereitet haben.	1	4
79	1	wir versuchen mit dem Gruppenansprechpartner darüber zu reden, ob er nicht ein paar Tipps für uns hat.	1	3
246	2	Andere Möglichkeiten sind, dass wir unsere Lautstärke, unser Tempo und unsere Tonlage variieren.	0	3
3481	2	Die Bedeutung von Gleichheit und Vielfalt ist extrem wichtig, besonders wenn man das Gleichstellungsgesetz (2010) betrachtet.	0	3
2451	2	Ich bin zufrieden, wie gut diese Stunde gelaufen ist, wenn man bedenkt, wie wenig vertraut ich mit diesem Thema bin.	1	4
2368	2	Mein Mittwoch war anstrengend, natürlich nach einem so langen Tag zuvor.	0	2
106	0	Fundierter durch Lesen, Seminar, Eigenreflektionen, etc. 	1	3
3428	2	Das ist für die Lernenden von Vorteil, da es sie dazu zwingt, ihre eigenen Handlungen während dieser Aufgabe zu analysieren und eine neue Methode zu entwickeln, die sich aus ihren bisherigen Stärken und neuen, überarbeiteten Methoden, die auf schlechteren Erfahrungen basieren, zusammensetzt.	1	4
3326	2	Unsere Motivation zur Nachahmung ist unser anfänglicher Wunsch, den Sport zu versuchen.	0	3
2523	2	Der Waldorfansatz legt den Schwerpunkt auf die Entwicklung des Kindes durch freies Spiel und Ausdruck durch Kunst, Musik und Natur.	0	3
1705	2	Das bedeutet auch, dass sie in Zukunft eine nützliche Ressource sein können.	0	4
2321	2	Seien wir ehrlich, wie viele von uns können sich an alles über Reibung oder über die Bronzezeit erinnern, ohne ein wenig nachzulernen?	0	3
1291	2	Ich behaupte nicht, dass es eine leichte Aufgabe ist, alle Erwachsenen davon zu überzeugen, sich wieder mit ihrem kindlichen Selbst zu verbinden, aber es braucht nur ein paar Leute, die die Fahne dafür hochhalten, die Welt auf eine entdeckungsfreudigere Art und Weise zu betrachten, um andere dazu zu bringen, diese brennenden Fragen zu stellen, die einst als lächerlich galten; herumzutanzen und ein lustiges Lied zu singen; und wieder einmal über die vielen Wunder des Lebens zu staunen.	0	4
901	2	Bei meiner Lektüre bin ich auf diese Seite mit Links zu sozialen Netzwerken für jüngere Kinder gestoßen.	0	3
1243	2	Einige Beispiele für einfache Lieder, die in der Grundschule verwendet werden können, finden Sie in den untenstehenden Links.	0	4
588	2	Ich persönlich würde jetzt darüber streiten, ob ich etwas für die Alphabetisierung und die Sprache getan habe, indem ich die gälischen Wörter für all diese Orte gelernt habe oder nicht.	1	2
872	2	Dies war kürzlich der Fall bei einigen unglücklichen Grundschullehrern, die einen Abend ausgingen und, wie viele von uns, beschlossen, die Fotos auf Facebook zu posten.	0	3
164	2	Die meisten Unterrichtsstunden begannen mit einem gehetzten 10-Fragen-Mathematik-Quiz, gefolgt von einer Liste von Seiten, die wir durcharbeiten sollten.	0	2
2765	2	"Ich bin mir sicher, dass Sue und Suzanne mir zustimmen würden und dass der Punkt auf ""spielbasiertes Lernen"" abzielte, was etwas ganz anderes ist."	1	3
859	2	Die Verwendung einer echten Pflanze würde die Kinder dazu bringen, über Naturwissenschaften nachzudenken, den Lebenszyklus einer Pflanze, verschiedene Arten von Blumen und Gartenarbeit zu betrachten, um nur ein paar Beispiele zu nennen.	1	4
1433	2	Ich würde diese spezielle Ressource mit einer Vorschulklasse verwenden, die dann mit einer Geschichte über Piraten und weiteren Unterrichtsstunden verbunden werden könnte, die das Piratenthema als Anregung nutzen.	1	3
4	0	Ich habe versucht, die ersten beiden Aufgaben zu lösen, das war am 24. und 25. April. 	1	3
1874	2	"Manche mögen argumentieren, dass es unangemessen ist, Kindern Themen wie ""Sex und Beziehungen"" beizubringen, aber bei der Menge an jüngeren Kindern, die heutzutage soziale Medien nutzen, ist es unvermeidlich, dass sie es irgendwann herausfinden, also ist es natürlich viel besser, wenn es von einem Fachmann kommt.   "	1	4
3136	2	Was hat sich im Vergleich zu vorher verändert?	0	3
3430	2	Die Lernenden könnten auch in einer Gruppe arbeiten, um ihre eigene Arbeit zu analysieren und ihren Mitschülern die Möglichkeit zu geben, Verbesserungsvorschläge zu machen sowie starke Bereiche zu nennen, die bei zukünftigen Arbeiten und Aufgaben angewendet werden können.	1	3
1286	2	Irgendwann haben wir als Erwachsene das Selbstvertrauen verloren, das wir als Kinder hatten, um uns nicht darum zu scheren, was andere Leute über unsere flippigen Bewegungen, verrückten Tutus und wilde Fantasie denken!	0	2
31	2	Es kann auch ihr körperliches Wohlbefinden beeinflussen.	0	3
2193	2	Dies war etwas, das ich mit dem Erreichen von Erfolgskriterien der Kinder in Schottland verglich, von dem wir wissen, dass es für ihre zukünftige Entwicklung wichtig ist.	1	3
2729	2	Nachdem die Kinder beide Äpfel herumgereicht hatten, begannen sie, die Äpfel zu vergleichen.	0	3
2992	2	Zeitlich begrenzt - Ich werde diesen Plan bis zum Ende meines zweiwöchigen Beobachtungsblocks fertigstellen.	0	3
2163	2	Was meine Unterrichtsstunden angeht, so war die erste davon Mathe in Klasse 4.	0	3
3506	2	Orchester und Blasorchester Meine Klarinette	0	3
2566	2	Bevor die Kinder zu einem Lernort im Freien gebracht werden, sollte eine Risikobewertung durchgeführt werden.	0	3
3573	2	Ein Beispiel dafür ist ein Lied, das wir benutzt haben, als ich Mitglied der Pfadfinderinnen war.	0	3
665	2	Sie haben eine nette Art mit den Kindern umzugehen und sie scheinen gut auf Sie zu reagieren.	0	4
843	2	Hier war unsere Inspiration, die wir zu unserer eigenen Idee gemacht haben.	0	4
2275	2	Dies sind Elemente, denen ich von ganzem Herzen zustimme.	0	4
193	2	Die Fahrt war kurz, aber die Kinder waren alle sehr brav und bekamen eine Geschichte über Bosun, den Hund, erzählt, der hinten saß und brav mitbellte.	0	4
1325	2	Diese Idee, dass LehrerInnen überrascht sind, wenn SchülerInnen sich nicht auf ergebnisoffene Projekte einlassen, aber wenig Vertrauen zeigen, wenn sie gebeten werden, genau das zu tun, hat mich dazu gebracht, mich zu fragen, ob es die Angst vor dem Unbekannten ist, die von LehrerInnen und anderen Erwachsenen eingeflößt wird, die Kinder und Jugendliche dazu bringt, eine Aufgabe zu versuchen, ohne zu wissen, was das Endergebnis sein wird.	1	2
48	1	Ich denke wir hätten mehr Zeit investieren können, aber das sagt man immer	1	2
1716	2	Ich bin engagiert, fleißig und erledige die Aufgabe gerne.	1	4
2069	2	"Natürlich brauchte es nicht viel, um mich zu überzeugen, und um 13 Uhr an diesem Nachmittag saß ich mit drei weiteren Mitarbeitern und 48 Jungen im Bus, bereit, die ""Twelfth Night"" zu sehen."	0	3
3302	2	Dies ist eine interessante Lektion für Lehrer.	0	3
3086	2	Indem wir unseren Schülern gegenüber Mitgefühl zeigen, zeigen wir, dass wir uns um sie kümmern.	0	3
1310	2	"Dieser Beitrag von Bright Hub Education weist darauf hin, dass, wenn Kinder dazu ermutigt werden, ihre eigenen Geräte mitzubringen und zu verwenden, dies zu Problemen führen könnte, wenn einige Kinder nicht die ""besten""/ neuesten Geräte haben (wenn sie überhaupt eines haben!)"	0	2
545	2	"Die Gruppe, mit der ich arbeitete, bekam ""Beware of the Storybook Wolves"" von Lauren Child."	0	3
3036	2	"Dieses Zitat lautete: ""Ein Kind, ein Lehrer, ein Stift und ein Buch."	0	3
103	1	Unser Zeitplan	0	3
126	0	Freude und Stolz.	0	4
3401	2	Lokomotorische Fähigkeiten sind die grundlegenden Arten, wie wir uns bewegen.	0	3
2152	2	Ich zerbreche mir den Kopf, aber bis jetzt habe ich noch nichts gefunden, was ich für diese Altersgruppe für geeignet halte.	1	2
2383	2	Donnerstag war der Tag meiner zweiten Unterrichtsstunde in Moulsford, eine etwas andere Arbeit mit den Year 4's.	0	3
3074	2	Wird es noch eine Leseecke geben und werden die Kinder sie nutzen und genießen?	1	3
543	2	Die heutige Vorlesung war die zweite, die wir bisher zum Thema Sachtexte und deren Behandlung in der Klasse gehalten haben.	0	3
1251	2	"Diejenigen, die mich besser kennen, werden vielleicht eher lachen und sagen: ""Das ist nur Rachel"" oder scherzhaft ausrufen: ""Du bist so ein Kind!""  "	0	4
2211	2	Jetzt wissen wir, was ein wissensbasierter Lehrplan ist, was sind meine Gedanken zu dem, was ich gelesen habe?	1	3
1272	2	Gibt es ein Gefühl der Sehnsucht, sich ein bisschen weniger Sorgen zu machen und sich ein bisschen freier zu fühlen?	1	3
30	1	Jetzt haben wir vor, die zu verbessern,	1	4
2370	2	Sie arbeiteten mit Google Sketch Up, das ich noch nie gesehen, geschweige denn benutzt hatte, also brauche ich vielleicht etwas Übung, bevor ich eine Stunde damit unterrichte.	1	3
1480	2	Obwohl ich noch nicht so lange in Moulsford bin, war ich bereits in vielen Klassen, die regelmäßig Phonetik verwenden und diese Strategie in den Vordergrund des Lernens der Kinder stellen.	0	3
2048	2	"Wenn wir also die Anzahl der Sockenfarben mit dem Buchstaben ""n"" darstellen, sollte die Formel n+1 lauten."	1	3
559	2	Suchen Sie einige Lebensmittelmagazine und bitten Sie die Kinder, diese mit den Rezepten aus dem Kochbuch zu vergleichen - gibt es Unterschiede?	0	3
84	1	Ich war froh die Aufgabe gelöst zu haben.	1	4
1559	2	Es fällt ihr schwer, nicht bei jedem Schritt mit ihrer Tochter zu sein.	0	3
37	0	Ich habe eine neue Perspektive auf das Thema gelernt.	1	3
2442	2	Ergebnisse	0	3
2428	2	Natürlich wird dieser Ausflug wetterabhängig sein, eine neblige Nacht wäre nicht wirklich ideal.	0	3
