	coll_lecture	sentence	reflection	sentiment
3470	2	"Da ich das Modul ""Zusammenarbeit"" für mein Wahlfach belegt habe, ist es schön zu sehen, dass dieses Dokument die Bedeutung der Zusammenarbeit mit anderen Fachleuten beinhaltet."	1	3
1985	2	Bei der Gestaltung von Auslagen und Dekorationen würde ich bedenken, dass ich zwar möchte, dass mein Klassenzimmer attraktiv und einladend ist, dass aber große Flächen mit leuchtenden Primärfarben manchmal überwältigend sein können und es für manche Kinder schwierig sein kann, sich zu konzentrieren.	1	2
3593	2	Ich war sehr stolz auf meine Animation und kann mir vorstellen, dass ein Kind eine ähnliche Befriedigung erfährt.	1	4
124	1	Dafür ist aber meist nicht genug Zeit.	1	2
888	2	Ich begann damit, als ich in Vorschulen arbeitete, um Ideen und bewährte Verfahren mit anderen Vorschullehrern auszutauschen.	0	3
2884	2	Damit diese Regeln funktionieren, sollten die Kinder an ihrer Aufstellung beteiligt sein.	0	3
614	2	Als Studentin in Dundee habe ich eine so große Auswahl an zugänglichen Erlebnissen, dass ich verrückt wäre, sie nicht zu nutzen, wie die Dundee Botanic Gardens und die RRS Discovery, um nur zwei zu nennen!	1	4
50	1	Die Wahrnehmung hat sich nicht sehr verändert	0	3
2443	2	Nächste Schritte für die Kinder	0	3
420	2	Ein Ausflug zum Dundee Science Centre steht definitiv auf dem Programm!	0	3
1738	2	Bei einem Rundgang über das Gelände konnte ich die alte Architektur der Abtei und das beeindruckende Kirchengebäude bewundern.	0	3
2433	2	Machen wir es persönlich	0	3
837	2	ABER: Am Dienstag durfte ich selbst Hand anlegen, als wir diese....	0	3
132	1	Die Ausarbeitung der Präsentation und der Dokumentation ist etwas schwieriger, aber ich lerne nebenbei.	1	2
819	2	Mein Praktikum im letzten Jahr hat mir sehr gut gefallen, ich war in einer kleinen Schule mit etwas mehr als hundert Kindern, und es war ein offener Raum, was eine ganz neue Erfahrung für mich war!	1	4
621	2	Ich bin gerade am Freitag in Australien angekommen und beginne ein Praktikum am Somerset College, einer International Baccalaureate World School in Queensland!	0	3
2328	2	Nachdem ich dieses Bedürfnis erkannt hatte, suchte ich nach allgemein zugänglichen Informationen, die mir den Einstieg erleichtern sollten, und stieß dabei auf BBC iWonder.	0	3
1180	2	Dies ist eine Aufgabe, die ich als Lehrer auf jeden Fall für die Gruppenarbeit verwenden werde, da es eine großartige Möglichkeit war, ein großes Thema aufzuschlüsseln und sich trotzdem mit der gesamten Aufgabe zu beschäftigen.	1	4
2942	2	Unsere erste Workshop-Sitzung begann mit diesem Video:    Es erregte meine Aufmerksamkeit und erinnerte mich sofort an meine Kindergartenzeit, in der die Kinder dieses Lied (die englische Version) liebten und es gab Zeiten, in denen es in der Wiederholung gespielt wurde.	1	3
2743	2	Der Start von Upstart bestand aus Präsentationen von 2 faszinierenden und sehr sachkundigen Frauen.	0	3
3319	2	Diese Theorie kann analysiert werden, wenn es darum geht, eine neue Sportart zu erlernen.	0	3
1400	2	Ich habe bereits Schritte unternommen, um mich zu verbessern, zum Beispiel werde ich diesen Blog weiterhin nutzen, um meine Reflexionsfähigkeiten zu verbessern.	1	4
2257	2	Ich würde auch viel lesen und recherchieren, denn es ist wichtig, die Theorie hinter der Praxis zu verstehen.	1	3
713	2	(Dies knüpft an meinen vorherigen Beitrag über soziale Medien an).	0	3
382	2	Aber wie machen wir das? Wie erkennen wir das Selbstwertgefühl des Kindes?	0	3
1357	2	"Ich denke, es ist wichtig, ein gutes Gleichgewicht zwischen der Rolle des ""Lehrers"" und der eigenen Persönlichkeit zu finden."	1	3
119	1	In diesen Punkten habe ich am meisten gelernt.	0	3
1699	2	Vor allem dem Gedanken, dass ich am besten lerne, wenn ich Zeit für mich habe, um über das Gelernte nachzudenken und es zu reflektieren.	1	4
784	2	Um ehrlich zu sein, glaube ich nicht, dass sich dieses Gefühl, dass Männer besser sind als Frauen, über Nacht ändern wird - das tut es nie.	1	2
3011	2	Meiner Meinung nach ist der wichtigste Aspekt, dass man liebt, was man tut, und danach strebt, außergewöhnlich zu sein.	1	4
589	2	Um ganz ehrlich zu sein, bin ich überrascht, dass wir nicht mehr über Geografie gelernt haben, denn sieh mal, wo ich herkomme!	1	2
966	2	Sams Freunde, die ihren Freund noch nie zuvor singen gesehen oder gehört hatten, schauten gebannt zu und konnten die große Freude in den Augen ihres Freundes sehen, als er jedes Wort mit tiefer Überzeugung sang.	0	4
2397	2	Vertrauen und Respekt werden an dieser Schule großgeschrieben, und das Kollegium vertraut und respektiert sich gegenseitig sehr.	0	4
3449	2	Es ist interessant, dass der Kodex im Wesentlichen die Kriterien darstellt, die wir erfüllen müssen, um sicherzustellen, dass wir in der Lage sind, ein GUTER LEHRER zu sein.	0	3
2694	2	Nehmen Universitäten und Hochschulen ernsthaft Studenten auf, nur weil sie aus einem armen Einzugsgebiet kommen?	0	2
324	2	Mein Ziel während meiner Studienzeit ist es, meine berufliche Praxis weiterzuentwickeln, so dass ich nach meinem Abschluss bereits in der Praxis tätig bin.	1	4
2677	2	Nun ist es bekannt, dass jeder Lehrer anders ist und nicht jeder Lehrer gleich viel Mühe und Zeit in einen guten Unterricht investiert.	0	3
3110	2	Zu diesem Zweck werde ich einige Recherchen und Lektüre durchführen.	0	3
1965	2	Ich begann mit der Hufeisenanordnung, stellte aber schnell fest, dass es eine Herausforderung ist, Platz für eine große Anzahl von Kindern zu schaffen, ohne dass einige mit dem Rücken zu einem stehen (es sei denn, man hat das Glück, ein sehr großes Klassenzimmer zu haben!).	1	2
2953	2	Um zu überprüfen, ob die Kinder den Text verstanden haben, könnte die Lehrkraft die Kinder die Bedeutung rufen lassen, während sie die Handlung ausführen.	1	3
3527	2	Am Donnerstag sah ich zwei Klassen bei ihren letzten Proben für ihre große Aufführung am Samstag - The Rite of Spring, die in der Caird Hall stattfindet.	0	3
853	2	Danach haben wir die Holzteile abgeschliffen und mit einer Heißklebepistole zusammengeklebt.	0	3
1034	2	Meiner Meinung nach scheint es albern zu sein, Kindern etwas beizubringen, was sie bereits gelernt haben, aber wenn man als Lehrer nicht erforscht, welches Wissen die Kinder bereits erworben haben, wie soll man dann wissen, was man ihnen überhaupt beibringen muss.	1	2
3423	2	Dieser Begriff bezieht sich im Wesentlichen darauf, dass man verschiedene Lösungen für Probleme in Betracht zieht, und in der Bildung kann man dies tun, indem man seine Arbeit auswertet und kritisch betrachtet.	1	3
1550	2	Ich habe das Gefühl, dass es ihr genauso geht, denn sie drückt oft mehrmals die Schlummertaste, nur um noch ein paar Minuten in meiner Obhut zu verbringen.	1	3
595	2	Ich liebe es, mit den Kindern Projekte zu machen, und eine Epoche oder ein Ereignis in der Geschichte ist ein perfektes Thema.	1	4
1081	2	Das Land vor der Zeit	0	3
2500	2	Dabei handelt es sich um ein Modell, bei dem traditionelle Lehr- und Lernmethoden umgedreht werden.	0	3
1948	2	Dadurch wurde mir klar, wie wichtig es ist, Beziehungen zu diesen Kindern aufzubauen und zu wissen, wie man sie in solchen Situationen beruhigen kann.	1	3
332	2	Es ging um das Führen von Protokollen und darum, wie wir unsere beruflichen Aktualisierungen für das GTCS organisieren.	0	3
104	0	Überhaupt nicht	0	3
3398	2	Die Entwicklung von Säuglingen verläuft cephalocaudal, das heißt, sie lernen, ihre oberen Gliedmaßen vor den unteren zu benutzen.	0	3
514	2	Risikobereitschaft	0	3
985	2	"Die schottische Regierung (undatiert) hebt ""Gefühle"" als eine Schlüsselerfahrung in beiden Themenbereichen hervor."	0	3
492	2	Um effektiv zu lernen und verschiedene Methoden des Mitschreibens zu praktizieren, habe ich festgestellt, dass es am effektivsten ist, während der Vorlesungen nur wenige Notizen zu machen, während ich dem Dozenten aktiv zuhöre. und die neuen Informationen, die ich erhalte, zu verarbeiten.	1	4
3441	2	hat seine eigenen Standards für die Registrierung.	0	3
3005	2	Lehrerinnen und Lehrer müssen außerdem lieben, was sie tun.	0	3
0	0	Über die WEKA-Übung:	0	3
1000	2	Da ich eines Tages Geschichtslehrerin an einer Grundschule werden möchte, wollte ich unbedingt anfangen und alles lernen, was ich konnte.	1	3
1651	2	Wie kam ich also zu meiner Entscheidung, das Wahlfach Discovering Mathematics zu belegen?	0	3
2	1	Wir (Dreiergruppe) haben unsere Aufgabe in drei Teilaufgaben aufgeteilt und jeder hat eine genommen.	0	3
3362	2	Ein Feedback ist jedoch nur dann nützlich, wenn es ehrlich ist.	1	3
869	2	Ich kann verstehen, warum manche Lehrerinnen und Lehrer getrennte Konten für ihr Privat- und ihr Berufsleben haben wollen.	1	3
2808	2	Die Statistiken zeigen eindeutig, dass ein großer Prozentsatz unserer Kinder übergewichtig ist, und das ist eine echte Sorge um ihre Gesundheit.	0	2
2425	2	Mein Ziel ist es, die Grundlagen dessen zu vermitteln, was dort oben tatsächlich vor sich geht, und alles, was darüber hinausgeht, ist ein zusätzlicher Bonus.	1	3
1405	2	Längerfristig hoffe ich auch, eine Familie zu gründen und Schottland zu bereisen, da ich außerhalb der großen Städte noch nicht viel erkundet habe.	1	4
17	2	Aber jetzt frage ich mich: Ist das wirklich Gleichheit?	1	3
431	2	Ich bin sehr glücklich und dankbar, dass ich bei einer Familie wohne, die nur 25 Minuten von der Schule entfernt ist, und dass ich jeden Morgen mit dem Auto fahren kann, so dass der Weg zur Schule, abgesehen von den ersten Nervositäten, ein Kinderspiel war!	0	4
1822	2	Sobald ein Kind eingeschätzt und als Kind mit zusätzlichem Förderbedarf eingestuft wurde, wird für das Kind ein individueller Bildungsplan erstellt - ähnlich wie ich es von Schulen in Schottland kenne.	1	3
1923	2	Medwell und Simpson (2008, S.107) sagen, dass es am wichtigsten ist, selbstbewusst aufzutreten.	0	3
1014	2	"Ich bin jedoch nicht die einzige Praktikantin, die in den Ressourcen der Schule herumstöbert, um zu sehen, was ich mir für mein ""Miniprojekt"" ausleihen kann, und aus Gesprächen mit anderen Fachleuten weiß ich, dass man nur allzu leicht in die Routine abrutscht, die Kiste aus dem obersten Regal zu nehmen, sie zu entstauben und in denselben Ressourcen aus den 1980er Jahren nach etwas zu kramen, mit dem man die Kinder unterrichten kann."	1	2
3262	2	"Wie in Bee und Boyd (2012, S. 218) zitiert, ist Persönlichkeit ""das dauerhafte Reaktions- und Interaktionsmuster einer Person gegenüber anderen und der Umwelt""."	0	3
2424	2	Es gibt eine riesige Menge an Informationen zu diesem Thema, so dass diese Aufgabe, was den Zeitrahmen angeht, eine Weile dauern kann.	1	3
18	0	Die Concept-Map-Gruppenarbeit hat gut funktioniert, offene Fragen wurden in der Gruppe diskutiert und erörtert.	1	4
3396	2	Wenn ein Kind nicht die Möglichkeit hat, in jungen Jahren Erfahrungen mit der Hand-Augen-Koordination zu machen, wird es später im Leben Schwierigkeiten haben, wenn es um Schlägerspiele geht.	1	3
120	1	Meine Kompetenz ist nicht weit von dem entfernt, was ich bereits dachte.	1	3
1693	2	Das bedeutet, dass ich am besten lerne, indem ich den Stoff lese, mir Zeit nehme, ihn zu verdauen, und dann Antworten oder Notizen schreibe.	1	3
48	1	Die Mustererkennung im Tierverhalten erwies sich als sehr greifbar und einfach, da es ein gutes Werkzeug gab.	1	5
1555	2	Infolgedessen hat sie stark zugenommen und ist sehr depressiv geworden, so dass sie ihr Bett nicht mehr verlassen kann.	0	3
1986	2	Bei Schildern und wichtigen Informationen würde ich versuchen, sie übersichtlich und klar zu halten.	0	3
2818	2	Ich hoffe, dass ich diese Art des Lernens mit Beginn meiner Lehrtätigkeit fördern und unterstützen kann.	1	4
3322	2	Sie müssen in der Lage sein, sich eine Aufschlüsselung der Sportart und all ihrer verschiedenen Bestandteile zu merken, um zusammenzusetzen, was Ihre Rolle in der Sportart von Ihnen verlangt.	1	3
599	2	Dieses Projekt ähnelt den Projekten, die wir mit den Kindergartenkindern zu Italien und Australien durchgeführt haben.	1	3
2634	2	Ich war mit dieser Lehrerin in Edinburgh, zweimal in London und in Ägypten, und ich kann von ganzem Herzen sagen, dass dies einige der besten Erfahrungen meines Lebens waren - ich habe so viel gelernt und hatte nie Heimweh, weil sie so viel für uns geplant hat.	1	5
1012	2	Wenn Schulen und Gemeinden in der Lage wären, entsprechende Schulungen und Informationsveranstaltungen zu bestimmten Geschichtsthemen anzubieten, wäre der Geschichtsunterricht für einige Fachleute sicher nicht so mühsam, wie es scheint.  Ich liebe es, sie zu erstellen, und das Laminiergerät ist mein bester Freund, aber ich habe immer noch nicht genug Zeit, um alle paar Wochen ein ganzes Thema auszuschneiden und zu laminieren (und ich applaudiere denen, die das tun).	1	4
2413	2	"Ich habe den Nachmittag auch damit verbracht, Kulturinterviews für den Abschnitt ""Soziale Gerechtigkeit"" meines Folios durchzuführen, in dem wir ein Verständnis für die Werte, die Rolle und die Kultur des Praktikumsortes nachweisen müssen."	0	3
3522	2	Das löste große Begeisterung aus, und die Kinder konnten es kaum erwarten, mit der Gestaltung ihres Kanallogos zu beginnen.	0	4
2214	2	Ich bin ein wenig verwirrt, warum die Leute denken, dass wir NICHT bereits Wissen, sondern eher Fähigkeiten vermitteln.	1	3
2449	2	BEWERTUNG Ist gut gelaufen	0	4
1228	2	Gerade heute gab es einen weiteren Anschlag, diesmal in Kenia.	0	3
81	1	Ein paar gute, ein paar nicht so gute und viele mittelmäßige.	0	3
2894	2	Sobald sie fertig ist, wird der Stock an eine andere Person weitergegeben.	0	3
3182	2	"Im Anschluss an die Vorlesung begann ich mit der Lektüre von ""Mathematics Explained for Primary School Teachers"" von Haylock."	0	3
3135	2	Im weiteren Verlauf der Geschichte würde ich die Kinder erneut bitten, darüber nachzudenken, wie sich die Figuren fühlen.	1	3
1707	2	Es ist wichtig zu erkennen, dass alle Kinder Individuen sind und das Lernen auf ihre eigene Weise angehen.	0	3
2144	2	"Um mir bei dieser Unterrichtsreihe in meiner verbleibenden Zeit in Mouslford zu helfen, habe ich das Kapitel ""providing for special educational needs"" von Noel Purdy gelesen (zitiert in Cremin und Arthur, 2014, S.372)."	0	3
1045	2	Wir brauchen einen Lehrplan, der sowohl Fähigkeiten als auch Wissen vermittelt, um unsere Jugend für die heutige Arbeitswelt zu rüsten.	1	3
2471	2	Schon (1983) unterteilte die Reflexion in zwei Kategorien: Reflexion im Handeln (während des Handelns) und Reflexion über das Handeln (nach dem Handeln).	0	3
913	2	Hauptaufgabe: Dies war eine kleine Herausforderung, weil ich erwartet hatte, dass die Schüler in der Lage sein würden, selbständig Gruppen zu bilden, ohne dass ich sie anleiten musste.	1	2
3004	2	Wenn sie nicht gut mit Eltern, Kollegen und anderen Fachleuten zusammenarbeiten können, bekommen sie nicht die Unterstützung, die sie brauchen.	0	3
424	2	Messbar: Ich behalte im Auge, was ich getan und was ich nicht getan habe.	0	3
2259	2	Für mich gilt das auch für Studenten, die sich auf den Lehrerberuf vorbereiten.	0	3
3200	2	Das ist eine gute Frage!	0	4
205	2	Die Queens University of Belfast ist der Ansicht, dass offene Fragen eine wichtige Rolle bei der Entwicklung des Denkens junger Kinder spielen können.	1	4
114	2	Privatschulen sind sicherlich eine der einzigen Möglichkeiten, wenn man möchte, dass sein Kind bestimmte Sprachen lernt, einschließlich Latein, es sei denn, man ist bereit, umzuziehen, aber laut The Independent soll Latein in den letzten Jahren ein überraschendes Comeback in staatlichen Sekundarschulen erlebt haben.	1	4
2187	2	"So sehr dies den Lehrern auch gefallen mag, ist es für die Kinder sicher besser, aus Büchern zu lernen, die sie selbst ausgewählt haben, ohne sich unter Druck gesetzt zu fühlen, zum nächsten Buch überzugehen oder zur ""Spitzenlektüre"" zu gehören?"	1	3
110	1	Wohl kaum.	0	3
797	2	Vom Leben lernen -.	0	3
3509	2	"Trotzdem bin ich froh, dass ich es getan habe, denn mit meinem Instrument konnte ich mit einigen der Schüler (anderen Klarinettenspielern) in Kontakt treten, und ich habe das Gefühl, dass es den Kindern geholfen hat, mich als jemanden zu respektieren, der ""weiß, wovon er spricht""."	1	4
3239	2	2. Ich habe weiterhin hart gearbeitet und die meisten meiner angestrebten Noten erreicht.	0	4
2990	2	Ich werde Ideen mit Klassenkameraden diskutieren und das Dundee Science Centre besuchen, um mehr über die Veranstaltung Destination Space zu erfahren.	0	3
269	2	Die erste Lehrerin hatte nicht unbedingt die Absicht, die Anschläge von Paris in ihren Unterricht einzubeziehen;	0	3
2410	2	Obwohl die Kinder zwischen 4 und 13 Jahren alt sind, werden sie alle auf die gleiche Art und Weise angesprochen und nicht, wie in manchen Schulen, als Kinder.	0	3
3223	2	Meine ersten beiden Jahre an der Universität waren bisher großartig, und ich habe so viel gelernt - nicht nur über die Studieninhalte, sondern auch über mich selbst.	1	4
235	2	Eine gute Möglichkeit, Ihre Autorität zu demonstrieren, besteht darin, Ihre Schüler zu begrüßen, wenn sie Ihr Klassenzimmer betreten.	1	4
856	2	Während Teeny und ich uns mit der Heißklebepistole und dem Schleifpapier abmühten, waren Kathleen und Megan damit beschäftigt, unsere Scheinblume zu basteln, nur um sie zu zeigen.	0	3
375	2	Wall (2004) fragte einige Kinder, wie sie sich in ihrer Klasse fühlten.	0	3
2023	2	Wie halte ich es mit dem Geben und Empfangen von Feedback?	1	3
135	2	Wenn dies erreicht wird, ist es viel wahrscheinlicher, dass das Wissen im Gedächtnis bleibt, und diese Erfahrungen werden den Kindern noch viele Jahre lang in Erinnerung bleiben.	1	4
2242	2	Professionalität ist in dieser Situation absolut unerlässlich, denn die Klienten (Mutter und Baby) sind extrem verletzlich.	1	4
2625	2	Es gab auch ein Video mit vielen Bildern von der Expedition und den Matrosen und es wurde erklärt, wie die Bedingungen für die Männer gewesen wären.	0	3
2245	2	Es gibt eine erkennbare Kleiderordnung für das medizinische Personal.	0	3
320	2	Sie müssen auf eine Art und Weise lernen, die sie anregt und inspiriert.	0	4
19	2	Wenn es also nicht um Gleichberechtigung geht, dienen die Uniformen dann dem Zugehörigkeitsgefühl der Schüler und dem Stolz auf ihre Schule?	1	3
134	1	Ich fand es wirklich spannend, an diesen Problemen zu arbeiten, und es gab mir Selbstvertrauen, mit akademischen Codebasen zu arbeiten und mehr in den Code von Papieren hineinzulesen	1	4
742	2	Es gab zwar Unterstützung, aber niemand hat es mir gesagt, bis ich die Schule verlassen habe.	0	2
3369	2	Es gab mir auch ein neues Gefühl des Stolzes auf meine Arbeit, als ich merkte, dass andere Lehramtsstudenten sich die Zeit genommen hatten, meine Arbeit zu lesen und zu kritisieren.	1	4
3187	2	Das Buch hat auch schon einige meiner vorgefassten Meinungen in Frage gestellt.	1	4
3282	2	Es wurden einige Tests an eineiigen Zwillingen durchgeführt, und es wurde festgestellt, dass sie die gleichen Persönlichkeitsmerkmale haben.	0	3
249	2	Ja, unsere Stimme ist ein sehr wichtiges Instrument im Klassenzimmer.	0	4
565	2	Mittwoch -	0	3
1512	2	Meiner Meinung nach war die Zusammenarbeit zwischen den Kindern und den Schülern der beste Teil des Musikwettbewerbs zwischen den Häusern!	0	4
1631	2	Ein Lehrer sollte in der Lage sein, Verbindungen zwischen verschiedenen Konzepten innerhalb der Mathematik herzustellen und aufzuzeigen; das Fach sollte nicht als isolierte Themen gelernt werden, sondern als kombinierter Wissensbestand.	1	3
536	2	Reflexionsfähigkeit	0	3
749	2	Eines der Dinge, die ich erwähnt habe, ist der Sportunterricht.	0	3
754	2	Ich weiß, dass wir noch 6 Jahre davon entfernt sind, aber wenn das nicht beängstigend genug ist, um zu beweisen, dass Kinder in der Schule über Gesundheit und Wohlbefinden unterrichtet werden müssen, dann weiß ich nicht, was es ist.	1	2
2411	2	Indem wir als Lehrer diese Art von Verhalten vorleben, können wir außerdem die Art und Weise entwickeln, wie Schüler in typischen Gesprächen miteinander sprechen (Cremin und Arthur, 2014, Kapitel 12).	1	3
2057	2	Mein Mittwoch war ein holpriger Start zurück in die Realität, ohne Besenstiele, Zauberstäbe oder gar Magie, nur mit dem schönen Gelände von Moulsford und dem Spaß, der mich jeden Tag erwartet.	0	4
311	2	Es ist wichtig, dass Lehrerinnen und Lehrer ein tiefes Verständnis von Religion haben und in der Lage sind, Vorurteile oder falsche Vorstellungen anzusprechen.	1	3
2239	2	Ich konnte sehen, wie alle Wörter aus meiner Wortwolke auch auf die Fachleute in der Sendung zutrafen.	1	4
3505	2	Diese Aktivität hilft ihnen, viele Fähigkeiten zu entwickeln, einschließlich derjenigen, die für das Blattspiel benötigt werden.	1	3
1225	2	Es ist eine Geschichte, die mich wirklich berührt hat und mich fragen lässt, in was für einer Welt wir leben?	1	2
199	2	Zuerst müssen sie jedoch zu zweit auf die Lichtung gehen, um sich zu vergewissern, dass das blaue Seil, die Zäune, die Leitern usw. noch intakt und sicher sind, und dem Waldpädagogen ihr eigenes Bild der Lichtung melden.	0	3
272	2	"
Traurigerweise sagten einige Kinder, sie hätten so gehandelt, weil sie Muslime seien; dass Paris nur der Anfang"" sei und dass Isis plane, unser Essen und Wasser zu vergiften. (The Guardian, Nov. 19, 2015)"""	0	2
1107	2	Im Zusammenhang mit dem Lehrplan könnte eine ähnliche Unterrichtsstunde/ein ähnlicher Satz von Unterrichtsstunden die folgenden Ergebnisse abdecken:	0	3
12	1	Auf diese Weise waren die Konsequenzen, die sich aus der Mitteilung ergaben, größer und die Konsequenzen härter.	1	1
3397	2	Wenn sie diese Erfahrung schon in jungen Jahren machen, ist es wahrscheinlicher, dass sie in diesen Bereichen erfolgreich sind, wenn sie älter sind.	1	4
605	2	Wenn es Facebook und Twitter nicht gäbe, wäre die Wahrscheinlichkeit, dass ich dieses wirklich niedliche Video von dem Panda im Zoo von Washington sehe, sehr gering.	1	3
2918	2	Was ich aus dieser Geschichte mitgenommen habe: George ist bereit, Opfer zu bringen, um das zu tun, was er für richtig hält - er gibt sogar seine brandneuen Kleider auf, die ihm so viel Freude bereitet haben.	1	4
79	1	Wir versuchen, mit dem Gruppenkontaktmann darüber zu sprechen, falls er nicht noch Tipps für uns hat.	1	3
246	2	Außerdem können wir unsere Lautstärke, unser Tempo und unsere Tonlage variieren.	0	3
3481	2	Die Bedeutung von Gleichheit und Vielfalt ist extrem wichtig, insbesondere in Anbetracht des Equality Act (2010).	0	3
2451	2	Ich bin zufrieden damit, wie gut diese Stunde gelaufen ist, wenn man bedenkt, wie wenig vertraut ich mit diesem Thema bin.	1	4
2368	2	Mein Mittwoch war natürlich anstrengend, nach einem so langen Tag zuvor.	0	2
106	0	Durch Lektüre, Seminar, Selbstreflexion etc. besser informiert.	1	3
3428	2	Dies ist für die Lernenden von Vorteil, weil es sie dazu zwingt, ihre eigenen Handlungen während dieser Aufgabe zu analysieren und eine neue Methode auf der Grundlage ihrer früheren Stärken und neue, überarbeitete Methoden auf der Grundlage schlechterer Erfahrungen zu entwickeln.	1	4
3326	2	Unsere Motivation zum Nachahmen ist unser anfänglicher Wunsch, den Sport auszuprobieren.	0	3
2523	2	Der Waldorfansatz betont die Entwicklung des Kindes durch freies Spiel und Ausdruck durch Kunst, Musik und Natur.	0	3
1705	2	Es bedeutet auch, dass sie in Zukunft eine nützliche Ressource sein können.	0	4
2321	2	Mal ehrlich, wer von uns kann sich schon alles über Reibung oder die Bronzezeit merken, ohne ein wenig nachzulesen?	0	3
1291	2	Ich behaupte nicht, dass es eine leichte Aufgabe ist, alle Erwachsenen davon zu überzeugen, sich wieder mit ihrem kindlichen Selbst zu verbinden, aber es braucht nur ein paar Leute, die die Fahne hochhalten, die Welt auf eine forschende Art und Weise zu betrachten, um andere dazu zu bringen, jene brennenden Fragen zu stellen, die früher als lächerlich galten; um herumzutanzen und ein lustiges Lied zu singen; und um wieder einmal über die vielen Wunder des Lebens zu staunen.	0	4
901	2	Bei meiner Lektüre stieß ich auf diese Seite mit Links zu Social-Networking-Sites für jüngere Kinder.	0	3
1243	2	Einige Beispiele für einfache Lieder, die in der Grundschule verwendet werden können, finden Sie unter den unten stehenden Links.	0	4
588	2	Ich persönlich würde darüber streiten, ob ich etwas für die Alphabetisierung und die Sprache getan habe, indem ich die gälischen Wörter für all diese Orte gelernt habe.	1	2
872	2	Dies war vor kurzem bei einigen unglücklichen Grundschullehrern der Fall, die abends ausgingen und, wie viele von uns, beschlossen, die Fotos auf Facebook zu veröffentlichen.	0	3
164	2	Die meisten Unterrichtsstunden begannen mit einem eiligen 10-Fragen-Mathequiz, gefolgt von einer Liste von Seiten, die wir durcharbeiten sollten.	0	2
2765	2	"Ich bin mir sicher, dass Sue und Suzanne mir zustimmen würden und dass der Punkt auf ""spielbasiertes Lernen"" abzielte, was etwas ganz anderes ist."	1	3
859	2	Eine echte Pflanze würde die Kinder dazu bringen, über Naturwissenschaften nachzudenken und sich mit dem Lebenszyklus einer Pflanze, verschiedenen Blumenarten und Gartenarbeit zu beschäftigen, um nur einige Beispiele zu nennen.	1	4
1433	2	Ich würde dieses Material mit einer Vorschulklasse verwenden, die es dann mit einer Geschichte über Piraten und anderen Lektionen, die das Piratenthema als Anregung nutzen, verbinden könnte.	1	3
4	0	Ich versuchte, die ersten beiden Aufgaben zu lösen, was am 24. und 25. April geschah.	1	3
1874	2	"Manche mögen einwenden, dass es unangebracht ist, Kinder über Themen wie ""Sex und Beziehungen"" zu unterrichten, aber bei der Menge an jüngeren Kindern, die heutzutage soziale Medien nutzen, ist es unvermeidlich, dass sie es irgendwann herausfinden, daher ist es natürlich viel besser, wenn es von einem Fachmann kommt."	1	4
3136	2	Was hat sich im Vergleich zu früher verändert?	0	3
3430	2	Die Lernenden könnten auch in einer Gruppe arbeiten, um ihre eigene Arbeit zu analysieren und ihren Mitschülern die Möglichkeit zu geben, Verbesserungsvorschläge zu machen und starke Bereiche zu identifizieren, die bei zukünftigen Arbeiten und Aufgaben verwendet werden können.	1	3
1286	2	Irgendwann haben wir als Erwachsene das Selbstvertrauen verloren, das wir als Kinder hatten, um uns nicht darum zu scheren, was andere Leute über unsere flippigen Bewegungen, verrückten Tutus und wilden Fantasien denken!	0	2
31	2	Es kann sich auch auf das körperliche Wohlbefinden auswirken.	0	3
2193	2	Dies war etwas, das ich mit den Leistungskriterien der Kinder in Schottland verglich, von denen wir wissen, dass sie für ihre zukünftige Entwicklung wichtig sind.	1	3
2729	2	Nachdem sie beide Äpfel herumgereicht hatte, begannen die Kinder, die Äpfel zu vergleichen.	0	3
2992	2	Zeitlich begrenzt - Ich werde diesen Plan bis zum Ende meines zweiwöchigen Beobachtungsblocks fertigstellen.	0	3
2163	2	Was meinen Unterricht angeht, so war der erste Matheunterricht in Klasse 4.	0	3
3506	2	Orchester und Blasorchester Meine Klarinette	0	3
2566	2	Bevor die Kinder zu einem Lernort im Freien gebracht werden, sollte eine Risikobewertung durchgeführt werden.	0	3
3573	2	Ein Beispiel dafür ist ein Lied, das wir gesungen haben, als ich noch Mitglied der Pfadfinderinnen war.	0	3
665	2	Du hast eine nette Art, mit den Kindern umzugehen, und sie scheinen gut auf dich zu reagieren.	0	4
843	2	Hier war unsere Inspiration, die wir in unsere eigene Idee verwandelt haben.	0	4
2275	2	Das sind Elemente, denen ich von ganzem Herzen zustimme.	0	4
193	2	Die Fahrt war kurz, aber die Kinder waren alle sehr brav und bekamen eine Geschichte über Bosun, den Hund, erzählt, der hinten saß und pflichtbewusst bellte.	0	4
1325	2	Der Gedanke, dass Lehrer überrascht sind, wenn sich Schüler nicht an offenen Projekten beteiligen, aber wenig Selbstvertrauen zeigen, wenn sie dazu aufgefordert werden, brachte mich auf die Frage, ob es die von Lehrern und anderen Erwachsenen vermittelte Angst vor dem Unbekannten ist, die Kinder und Jugendliche dazu veranlasst, sich an eine Aufgabe zu wagen, ohne zu wissen, wie das Endergebnis aussehen wird.	1	2
48	1	Ich denke, wir hätten mehr Zeit investieren können, aber das sagt man ja immer.	1	2
1716	2	Ich bin engagiert, fleißig und habe Spaß daran, meine Arbeit zu erledigen.	1	4
